layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,Perf,cpu_benchmark,1_5000,2706905458,IO_INSTRUCTION,88,269555,3063.12
L1,Perf,cpu_benchmark,1_5000,2706905458,MSR_WRITE,692,217428,314.2
L1,Perf,cpu_benchmark,1_5000,2706905458,EXTERNAL_INTERRUPT,698,196403,281.38
L1,Perf,cpu_benchmark,1_5000,2706905458,EPT_MISCONFIG,50,63306,1266.12
L1,Perf,cpu_benchmark,1_5000,2706905458,CPUID,21,7685,365.95
L1,Perf,cpu_benchmark,1_5000,2706905458,PAUSE_INSTRUCTION,8,1682,210.25
L1,Perf,cpu_benchmark,1_5000,2706905458,PENDING_INTERRUPT,5,1650,330.0
L1,Perf,cpu_benchmark,1_5000,2706905458,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2744147444,HLT,37,1768401,47794.62
L1,Perf,cpu_benchmark,1_5000,2744147444,EXTERNAL_INTERRUPT,709,494013,696.77
L1,Perf,cpu_benchmark,1_5000,2744147444,PREEMPTION_TIMER,703,438117,623.21
L1,Perf,cpu_benchmark,1_5000,2744147444,IO_INSTRUCTION,91,316293,3475.75
L1,Perf,cpu_benchmark,1_5000,2744147444,MSR_WRITE,705,274386,389.2
L1,Perf,cpu_benchmark,1_5000,2744147444,EPT_MISCONFIG,57,65758,1153.65
L1,Perf,cpu_benchmark,1_5000,2744147444,CPUID,21,7587,361.29
L1,Perf,cpu_benchmark,1_5000,2744147444,PENDING_INTERRUPT,8,4665,583.12
L1,Perf,cpu_benchmark,1_5000,2744147444,PAUSE_INSTRUCTION,8,1894,236.75
L1,Perf,cpu_benchmark,1_5000,2744147444,MSR_READ,1,769,769.0
L1,Perf,cpu_benchmark,1_5000,2744147444,EXCEPTION_NMI,1,345,345.0
L1,Perf,cpu_benchmark,1_5000,2744147444,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2794428602,PREEMPTION_TIMER,715,574773,803.88
L1,Perf,cpu_benchmark,1_5000,2794428602,MSR_WRITE,716,298613,417.06
L1,Perf,cpu_benchmark,1_5000,2794428602,EXTERNAL_INTERRUPT,748,246347,329.34
L1,Perf,cpu_benchmark,1_5000,2794428602,IO_INSTRUCTION,51,228536,4481.1
L1,Perf,cpu_benchmark,1_5000,2794428602,HLT,2,93632,46816.0
L1,Perf,cpu_benchmark,1_5000,2794428602,EPT_MISCONFIG,55,69735,1267.91
L1,Perf,cpu_benchmark,1_5000,2794428602,CPUID,21,7201,342.9
L1,Perf,cpu_benchmark,1_5000,2794428602,PENDING_INTERRUPT,7,2937,419.57
L1,Perf,cpu_benchmark,1_5000,2794428602,PAUSE_INSTRUCTION,4,1111,277.75
L1,Perf,cpu_benchmark,1_5000,2794428602,EXCEPTION_NMI,1,281,281.0
L1,Perf,cpu_benchmark,1_5000,2794428602,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2763535136,HLT,37,1773919,47943.76
L1,Perf,cpu_benchmark,1_5000,2763535136,PREEMPTION_TIMER,707,570984,807.62
L1,Perf,cpu_benchmark,1_5000,2763535136,IO_INSTRUCTION,91,364702,4007.71
L1,Perf,cpu_benchmark,1_5000,2763535136,MSR_WRITE,708,300277,424.12
L1,Perf,cpu_benchmark,1_5000,2763535136,EXTERNAL_INTERRUPT,703,205856,292.83
