layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,None,sched_benchmark,sched_switch_2_1000,2572608,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2540188,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2444200,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2513817,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2515355,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2521819,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2406862,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2783996,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2467304,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2587079,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2645429,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2694745,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2614232,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2500491,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2559425,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2503403,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2225065,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2404182,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2581299,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2477135,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2383914,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2603694,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2353367,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2493026,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2360147,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2453272,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2827296,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2903749,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2587894,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2546474,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2541103,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2485043,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2683248,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2568642,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2513196,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2526555,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2704725,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2659430,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2678401,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2456038,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2555751,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2629355,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2371769,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2568624,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2501050,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2555031,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2800964,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2659503,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2654821,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2625835,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2453818,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2230140,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2583088,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,3002053,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2443820,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2014589,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2535531,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,3415221,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2351974,VMCALL,0,0,-1
L1,None,sched_benchmark,sched_switch_2_1000,2481717,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3797929,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3715973,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3705216,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3688641,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3708214,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3794106,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3636965,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3955998,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3746170,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3780761,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3751467,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3856945,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3757069,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3823052,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3690160,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3880933,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3715157,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3756577,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3670475,VMCALL,0,0,-1
